id,Names,Surnames,Age,Email,Worktimes,Schedules,Studies level,Pets,Cooking,Sport,Smoking,Organized
5089,Derek,Davies ,23,DerekDavies @gmail.com,morning,night,secondary,No,No,Yes,No,No
5090,Anthony,Wright,34,AnthonyWright@gmail.com,both of them,night,university,Yes,No,Yes,Yes,Yes
5091,Maria,Williams,20,MariaWilliams@gmail.com,night,night,university,No,No,No,Yes,Yes
5092,Josephine,Johnson,31,JosephineJohnson@gmail.com,both of them,night,university,Yes,Yes,No,No,Yes
5093,Anthony,Wright,28,AnthonyWright@gmail.com,both of them,night,university,No,No,No,Yes,No
5094,Lucas,Thompson ,21,LucasThompson @gmail.com,morning,morning,university,Yes,Yes,No,Yes,Yes
5095,Nick,Evans ,33,NickEvans @gmail.com,both of them,morning,secondary,Yes,Yes,Yes,No,Yes
5096,Jorge,Smith,22,JorgeSmith@gmail.com,morning,night,secondary,Yes,Yes,No,No,No
5097,Marie,Wright,19,MarieWright@gmail.com,both of them,morning,university,Yes,No,Yes,No,Yes
5098,John,Hughes ,29,JohnHughes @gmail.com,both of them,night,university,Yes,Yes,Yes,No,Yes
5099,Marie,Davies ,27,MarieDavies @gmail.com,morning,night,university,Yes,Yes,Yes,No,No
5100,Jorge,Williams,33,JorgeWilliams@gmail.com,night,morning,university,Yes,No,Yes,No,No
5101,Marie,Lee ,27,MarieLee @gmail.com,night,night,secondary,Yes,Yes,No,No,Yes
5102,George,Walker ,31,GeorgeWalker @gmail.com,night,morning,university,Yes,Yes,No,No,Yes
5103,Michael,Lee ,32,MichaelLee @gmail.com,both of them,night,university,Yes,No,Yes,No,No
5104,Nick,Williams,25,NickWilliams@gmail.com,night,morning,secondary,No,No,Yes,Yes,No
5105,Antonio,Hughes ,23,AntonioHughes @gmail.com,morning,night,secondary,Yes,Yes,No,No,No
5106,Lucas,Hughes ,22,LucasHughes @gmail.com,night,night,secondary,No,Yes,Yes,Yes,Yes
5107,Derek,Taylor,18,DerekTaylor@gmail.com,both of them,morning,university,No,No,Yes,No,Yes
5108,George,Smith,29,GeorgeSmith@gmail.com,both of them,morning,university,No,Yes,No,Yes,Yes
5109,LouisaLoren,Jones,23,LouisaLorenJones@gmail.com,morning,morning,university,No,Yes,No,No,Yes
5110,Maria,Williams,19,MariaWilliams@gmail.com,both of them,night,secondary,No,Yes,Yes,No,Yes
5111,Michael,Lee ,24,MichaelLee @gmail.com,both of them,morning,secondary,No,Yes,No,Yes,No
5112,Marie,Williams,23,MarieWilliams@gmail.com,morning,night,secondary,No,Yes,No,No,Yes
5113,Anthony,Williams,34,AnthonyWilliams@gmail.com,night,night,university,No,No,No,Yes,Yes
5114,Miguel,Roberts ,32,MiguelRoberts @gmail.com,night,night,secondary,Yes,No,Yes,No,No
5115,Maria,Jones,33,MariaJones@gmail.com,night,night,university,No,No,No,Yes,Yes
5116,Luna,Johnson,23,LunaJohnson@gmail.com,both of them,morning,university,No,No,No,No,No
5117,Maria,White,33,MariaWhite@gmail.com,night,morning,secondary,No,Yes,Yes,No,No
5118,Michael,Bush,21,MichaelBush@gmail.com,both of them,night,secondary,No,No,No,No,No
5119,Marie,White,18,MarieWhite@gmail.com,night,night,secondary,Yes,No,Yes,Yes,No
5120,Luna,Taylor,22,LunaTaylor@gmail.com,night,morning,university,No,Yes,Yes,Yes,No
5121,Antonio,Wright,20,AntonioWright@gmail.com,night,night,university,No,No,Yes,No,No
5122,Derek,Roberts ,34,DerekRoberts @gmail.com,morning,morning,university,No,No,No,Yes,No
5123,Derek,Roberts ,23,DerekRoberts @gmail.com,morning,morning,secondary,Yes,No,Yes,No,No
5124,Miguel,Hughes ,19,MiguelHughes @gmail.com,both of them,morning,secondary,No,No,Yes,No,No
5125,Derek,Thomas ,20,DerekThomas @gmail.com,both of them,morning,secondary,No,Yes,No,No,No
5126,Josephine,Hughes ,24,JosephineHughes @gmail.com,night,morning,university,Yes,No,No,No,No
5127,Derek,White,25,DerekWhite@gmail.com,both of them,morning,secondary,No,No,No,Yes,No
5128,Derek,Thomas ,19,DerekThomas @gmail.com,morning,night,university,No,No,Yes,No,Yes
5129,Anthony,Evans ,27,AnthonyEvans @gmail.com,morning,morning,secondary,Yes,Yes,Yes,No,Yes
5130,Marie,Wright,31,MarieWright@gmail.com,both of them,morning,secondary,No,Yes,No,No,No
5131,Josephine,White,18,JosephineWhite@gmail.com,morning,night,secondary,No,Yes,No,No,Yes
5132,LouisaLoren,Jones,31,LouisaLorenJones@gmail.com,night,night,secondary,No,No,No,Yes,Yes
5133,George,Lee ,30,GeorgeLee @gmail.com,night,morning,university,Yes,Yes,No,Yes,Yes
5134,LouisaLoren,Taylor,21,LouisaLorenTaylor@gmail.com,night,morning,secondary,Yes,No,No,Yes,No
5135,Anthony,Taylor,34,AnthonyTaylor@gmail.com,night,night,secondary,No,No,No,No,No
5136,Maria,Thomas ,26,MariaThomas @gmail.com,night,night,university,Yes,No,Yes,Yes,No
5137,Josephine,Wright,27,JosephineWright@gmail.com,morning,morning,secondary,No,No,No,Yes,Yes
5138,LouisaLoren,Taylor,24,LouisaLorenTaylor@gmail.com,morning,morning,secondary,No,Yes,Yes,No,No
5139,Albert,Johnson,27,AlbertJohnson@gmail.com,night,morning,secondary,No,Yes,Yes,Yes,No
5140,Anthony,Brown,26,AnthonyBrown@gmail.com,morning,night,secondary,No,Yes,No,No,No
5141,Maria,Davies ,31,MariaDavies @gmail.com,morning,morning,secondary,Yes,No,No,No,No
5142,Albert,Williams,34,AlbertWilliams@gmail.com,morning,morning,secondary,Yes,No,Yes,Yes,Yes
5143,Marie,Wright,21,MarieWright@gmail.com,both of them,night,university,No,Yes,No,Yes,Yes
5144,Nick,Edwards ,28,NickEdwards @gmail.com,night,night,university,No,Yes,No,No,No
5145,Michael,Hughes ,22,MichaelHughes @gmail.com,night,night,university,No,Yes,Yes,No,No
5146,Mario,Thomas ,26,MarioThomas @gmail.com,night,night,secondary,Yes,Yes,Yes,Yes,Yes
5147,Antonio,Williams,28,AntonioWilliams@gmail.com,night,morning,university,No,Yes,No,Yes,No
5148,Miguel,Taylor,33,MiguelTaylor@gmail.com,morning,morning,secondary,No,No,Yes,Yes,No
5149,Jorge,Davies ,22,JorgeDavies @gmail.com,both of them,morning,university,No,No,Yes,Yes,Yes
5150,Lucas,Bush,21,LucasBush@gmail.com,morning,night,university,Yes,Yes,Yes,Yes,Yes
5151,George,Bush,19,GeorgeBush@gmail.com,both of them,morning,university,No,Yes,No,Yes,No
5152,Michael,Edwards ,25,MichaelEdwards @gmail.com,morning,morning,secondary,No,Yes,Yes,No,Yes
5153,George,Thomas ,18,GeorgeThomas @gmail.com,night,night,secondary,Yes,No,Yes,Yes,No
5154,Marie,Wright,19,MarieWright@gmail.com,both of them,night,secondary,No,Yes,No,No,Yes
5155,Lucas,Bush,27,LucasBush@gmail.com,night,morning,university,Yes,Yes,No,No,No
5156,Michael,Evans ,31,MichaelEvans @gmail.com,both of them,night,university,Yes,No,No,No,Yes
5157,Antonio,Roberts ,22,AntonioRoberts @gmail.com,night,morning,university,Yes,No,Yes,No,No
5158,Mario,Williams,33,MarioWilliams@gmail.com,night,morning,secondary,No,Yes,No,No,Yes
5159,Lucas,Brown,20,LucasBrown@gmail.com,night,morning,secondary,No,Yes,No,No,Yes
5160,Miguel,Roberts ,26,MiguelRoberts @gmail.com,both of them,morning,university,Yes,No,No,No,No
5161,Nick,Johnson,18,NickJohnson@gmail.com,both of them,night,secondary,No,No,No,No,No
5162,Anthony,Johnson,34,AnthonyJohnson@gmail.com,both of them,morning,university,Yes,Yes,No,Yes,Yes
5163,Miguel,Johnson,23,MiguelJohnson@gmail.com,morning,morning,university,Yes,No,No,No,No
5164,Michael,Bush,32,MichaelBush@gmail.com,both of them,morning,secondary,No,No,No,Yes,No
5165,Maria,White,28,MariaWhite@gmail.com,night,night,university,No,No,No,Yes,Yes
5166,LouisaLoren,Walker ,34,LouisaLorenWalker @gmail.com,both of them,night,secondary,Yes,Yes,Yes,Yes,Yes
5167,Luna,Jones,18,LunaJones@gmail.com,night,night,secondary,No,No,No,Yes,Yes
5168,Mario,Williams,21,MarioWilliams@gmail.com,both of them,night,secondary,No,Yes,No,Yes,No
5169,Miguel,Thompson ,24,MiguelThompson @gmail.com,night,night,university,No,Yes,Yes,No,No
5170,Miguel,Bush,34,MiguelBush@gmail.com,morning,night,secondary,Yes,Yes,No,Yes,Yes
5171,John,Taylor,32,JohnTaylor@gmail.com,both of them,morning,university,No,Yes,Yes,Yes,Yes
5172,Miguel,White,24,MiguelWhite@gmail.com,night,morning,secondary,Yes,No,Yes,Yes,Yes
5173,Mario,Taylor,25,MarioTaylor@gmail.com,night,morning,university,No,No,Yes,No,No
5174,Josephine,Edwards ,34,JosephineEdwards @gmail.com,morning,night,university,No,No,No,No,No
5175,Lucas,Thomas ,25,LucasThomas @gmail.com,both of them,night,secondary,Yes,No,Yes,No,Yes
5176,Michael,Brown,28,MichaelBrown@gmail.com,night,night,university,No,No,Yes,No,Yes
5177,Josephine,Davies ,18,JosephineDavies @gmail.com,night,night,secondary,Yes,Yes,No,No,Yes
5178,Miguel,Thompson ,27,MiguelThompson @gmail.com,night,morning,secondary,No,Yes,Yes,Yes,Yes
5179,Michael,Evans ,30,MichaelEvans @gmail.com,night,morning,secondary,Yes,No,Yes,No,No
5180,LouisaLoren,Roberts ,30,LouisaLorenRoberts @gmail.com,morning,night,secondary,No,Yes,No,No,No
5181,Maria,Robinson ,32,MariaRobinson @gmail.com,night,morning,secondary,No,No,No,No,No
5182,John,Johnson,21,JohnJohnson@gmail.com,night,morning,secondary,Yes,Yes,No,Yes,No
5183,Marie,Lee ,28,MarieLee @gmail.com,morning,morning,university,No,No,No,No,No
5184,Albert,White,19,AlbertWhite@gmail.com,morning,morning,secondary,No,Yes,No,Yes,Yes
5185,Marie,Thomas ,25,MarieThomas @gmail.com,morning,morning,university,Yes,Yes,Yes,Yes,No
5186,Derek,Wright,24,DerekWright@gmail.com,night,night,secondary,No,No,No,No,No
5187,Miguel,Thomas ,28,MiguelThomas @gmail.com,both of them,night,university,Yes,Yes,No,No,No
5188,Albert,Taylor,24,AlbertTaylor@gmail.com,morning,night,university,Yes,Yes,No,No,Yes
5189,Josephine,Brown,32,JosephineBrown@gmail.com,morning,morning,secondary,Yes,No,Yes,Yes,No
5190,Anthony,Roberts ,26,AnthonyRoberts @gmail.com,morning,night,university,No,Yes,No,Yes,Yes
5191,John,Walker ,19,JohnWalker @gmail.com,both of them,morning,university,Yes,Yes,Yes,Yes,Yes
5192,Miguel,Wright,30,MiguelWright@gmail.com,morning,night,secondary,Yes,No,Yes,No,Yes
5193,Antonio,Taylor,18,AntonioTaylor@gmail.com,night,morning,university,Yes,Yes,Yes,No,No
5194,Antonio,Williams,26,AntonioWilliams@gmail.com,both of them,morning,secondary,Yes,Yes,No,No,No
5195,John,Williams,24,JohnWilliams@gmail.com,both of them,night,secondary,Yes,Yes,Yes,No,No
5196,Miguel,Edwards ,28,MiguelEdwards @gmail.com,both of them,night,university,Yes,Yes,Yes,Yes,Yes
5197,Nick,Thomas ,28,NickThomas @gmail.com,night,morning,secondary,Yes,Yes,Yes,No,Yes
5198,Lucas,Walker ,21,LucasWalker @gmail.com,both of them,night,secondary,No,Yes,Yes,Yes,No
5199,Lucas,Taylor,26,LucasTaylor@gmail.com,both of them,morning,university,No,Yes,Yes,Yes,No
5200,Maria,Taylor,24,MariaTaylor@gmail.com,morning,night,secondary,Yes,Yes,Yes,No,No
5201,George,Lee ,34,GeorgeLee @gmail.com,morning,morning,secondary,Yes,Yes,Yes,Yes,No
5202,Miguel,Taylor,18,MiguelTaylor@gmail.com,night,morning,secondary,Yes,Yes,No,No,Yes
5203,Josephine,Lee ,20,JosephineLee @gmail.com,morning,night,secondary,No,Yes,Yes,Yes,Yes
5204,LouisaLoren,Brown,30,LouisaLorenBrown@gmail.com,both of them,morning,secondary,No,Yes,Yes,Yes,No
5205,Luna,Davies ,27,LunaDavies @gmail.com,night,night,university,Yes,Yes,No,Yes,No
5206,George,Thompson ,24,GeorgeThompson @gmail.com,morning,morning,secondary,Yes,No,Yes,No,No
5207,Mario,Hughes ,20,MarioHughes @gmail.com,morning,morning,university,Yes,No,No,No,Yes
5208,Derek,Hughes ,25,DerekHughes @gmail.com,night,morning,secondary,Yes,No,No,No,No
5209,George,Jones,28,GeorgeJones@gmail.com,both of them,night,university,Yes,Yes,No,Yes,No
5210,Michael,Edwards ,32,MichaelEdwards @gmail.com,both of them,night,university,No,Yes,No,Yes,Yes
5211,Albert,Thompson ,29,AlbertThompson @gmail.com,both of them,night,university,Yes,No,Yes,No,Yes
5212,Lucas,Brown,26,LucasBrown@gmail.com,night,night,secondary,No,No,Yes,No,Yes
5213,Maria,Hughes ,29,MariaHughes @gmail.com,morning,morning,secondary,Yes,Yes,Yes,No,Yes
5214,Anthony,Evans ,25,AnthonyEvans @gmail.com,both of them,morning,university,No,No,No,No,No
5215,Michael,Jones,28,MichaelJones@gmail.com,both of them,morning,secondary,No,No,Yes,No,Yes
5216,LouisaLoren,Johnson,23,LouisaLorenJohnson@gmail.com,morning,morning,secondary,No,Yes,No,Yes,No
5217,Lucas,Jones,19,LucasJones@gmail.com,morning,morning,secondary,No,No,Yes,Yes,No
5218,Maria,Robinson ,25,MariaRobinson @gmail.com,both of them,night,secondary,No,Yes,Yes,No,No
5219,Jorge,Bush,33,JorgeBush@gmail.com,both of them,morning,secondary,Yes,No,No,No,Yes
5220,Antonio,Evans ,19,AntonioEvans @gmail.com,morning,night,secondary,No,No,No,Yes,Yes
5221,George,Roberts ,21,GeorgeRoberts @gmail.com,morning,morning,secondary,Yes,No,No,Yes,No
5222,Jorge,Roberts ,27,JorgeRoberts @gmail.com,morning,morning,secondary,Yes,No,No,No,No
5223,Mario,Edwards ,21,MarioEdwards @gmail.com,night,morning,secondary,No,Yes,No,Yes,Yes
5224,Albert,Bush,30,AlbertBush@gmail.com,night,night,university,Yes,No,Yes,No,Yes
5225,Antonio,Robinson ,26,AntonioRobinson @gmail.com,night,morning,university,Yes,No,No,Yes,Yes
5226,Josephine,Evans ,25,JosephineEvans @gmail.com,both of them,night,university,No,No,No,No,Yes
5227,Mario,Walker ,21,MarioWalker @gmail.com,night,night,university,Yes,No,Yes,Yes,No
5228,Antonio,Johnson,29,AntonioJohnson@gmail.com,morning,night,university,No,No,No,No,No
5229,Mario,Thomas ,24,MarioThomas @gmail.com,both of them,morning,secondary,Yes,No,Yes,No,Yes
5230,Maria,Lee ,30,MariaLee @gmail.com,both of them,morning,university,No,Yes,No,No,Yes
5231,Anthony,Wright,30,AnthonyWright@gmail.com,both of them,morning,secondary,Yes,No,Yes,No,No
5232,Marie,Davies ,20,MarieDavies @gmail.com,both of them,night,university,Yes,No,No,No,Yes
5233,LouisaLoren,Taylor,31,LouisaLorenTaylor@gmail.com,both of them,night,university,Yes,Yes,Yes,Yes,No
5234,LouisaLoren,Bush,25,LouisaLorenBush@gmail.com,morning,night,secondary,Yes,No,Yes,Yes,Yes
5235,LouisaLoren,Smith,25,LouisaLorenSmith@gmail.com,morning,morning,university,Yes,Yes,Yes,No,Yes
5236,Jorge,Davies ,30,JorgeDavies @gmail.com,night,night,university,Yes,Yes,No,Yes,No
5237,Maria,Hughes ,26,MariaHughes @gmail.com,both of them,morning,university,No,No,No,No,Yes
5238,Anthony,Bush,19,AnthonyBush@gmail.com,morning,night,secondary,Yes,No,Yes,No,Yes
5239,Marie,Thompson ,19,MarieThompson @gmail.com,morning,morning,secondary,No,No,No,Yes,No
5240,Nick,Roberts ,20,NickRoberts @gmail.com,both of them,morning,secondary,Yes,No,No,Yes,No
5241,John,Thomas ,19,JohnThomas @gmail.com,morning,night,secondary,Yes,Yes,Yes,No,No
5242,Michael,Williams,24,MichaelWilliams@gmail.com,morning,morning,secondary,No,Yes,Yes,No,Yes
5243,Lucas,Evans ,31,LucasEvans @gmail.com,morning,morning,university,Yes,Yes,No,No,Yes
5244,Anthony,Jones,33,AnthonyJones@gmail.com,both of them,night,university,No,Yes,Yes,No,Yes
5245,Nick,Wright,30,NickWright@gmail.com,night,night,secondary,No,No,No,No,Yes
5246,Michael,Brown,33,MichaelBrown@gmail.com,both of them,night,university,Yes,Yes,No,No,No
5247,Marie,Walker ,33,MarieWalker @gmail.com,both of them,night,university,No,No,No,Yes,No
5248,George,Robinson ,34,GeorgeRobinson @gmail.com,night,morning,university,No,No,Yes,Yes,Yes
5249,LouisaLoren,Evans ,33,LouisaLorenEvans @gmail.com,both of them,night,university,Yes,Yes,No,Yes,No
5250,Marie,Thomas ,24,MarieThomas @gmail.com,morning,morning,secondary,Yes,No,No,No,No
5251,LouisaLoren,Thomas ,27,LouisaLorenThomas @gmail.com,morning,night,university,Yes,Yes,Yes,Yes,No
5252,Mario,Robinson ,18,MarioRobinson @gmail.com,morning,morning,secondary,Yes,Yes,Yes,Yes,No
5253,Antonio,Robinson ,18,AntonioRobinson @gmail.com,morning,night,secondary,Yes,Yes,No,No,Yes
5254,George,White,28,GeorgeWhite@gmail.com,night,morning,secondary,No,No,Yes,Yes,No
5255,Michael,Brown,32,MichaelBrown@gmail.com,night,night,secondary,Yes,Yes,Yes,Yes,Yes
5256,Lucas,Brown,24,LucasBrown@gmail.com,morning,night,secondary,No,Yes,No,No,Yes
5257,Josephine,Brown,22,JosephineBrown@gmail.com,night,morning,secondary,Yes,Yes,Yes,No,Yes
5258,Derek,Hughes ,31,DerekHughes @gmail.com,night,night,secondary,No,Yes,Yes,No,Yes
5259,Lucas,Wright,28,LucasWright@gmail.com,night,morning,secondary,No,Yes,Yes,Yes,No
5260,Anthony,Wright,20,AnthonyWright@gmail.com,morning,night,university,No,No,Yes,Yes,No
5261,Marie,Edwards ,24,MarieEdwards @gmail.com,morning,night,secondary,No,Yes,No,No,No
5262,Nick,Hughes ,21,NickHughes @gmail.com,night,morning,university,Yes,No,Yes,Yes,Yes
5263,George,Taylor,20,GeorgeTaylor@gmail.com,both of them,night,secondary,Yes,No,No,Yes,Yes
5264,Jorge,Davies ,21,JorgeDavies @gmail.com,morning,night,secondary,No,Yes,Yes,No,Yes
5265,Albert,Jones,24,AlbertJones@gmail.com,night,night,university,Yes,No,No,Yes,Yes
5266,George,Bush,21,GeorgeBush@gmail.com,both of them,morning,secondary,No,No,Yes,No,No
5267,Anthony,Wright,30,AnthonyWright@gmail.com,night,morning,secondary,No,No,Yes,Yes,Yes
5268,Mario,Taylor,20,MarioTaylor@gmail.com,both of them,morning,secondary,Yes,Yes,Yes,No,Yes
5269,Lucas,Johnson,30,LucasJohnson@gmail.com,morning,night,secondary,Yes,No,Yes,Yes,Yes
5270,Derek,Bush,30,DerekBush@gmail.com,both of them,morning,secondary,No,No,No,Yes,No
5271,Michael,Edwards ,29,MichaelEdwards @gmail.com,morning,night,university,No,No,Yes,No,No
5272,Lucas,Williams,25,LucasWilliams@gmail.com,night,morning,university,No,No,No,Yes,Yes
5273,Jorge,Edwards ,20,JorgeEdwards @gmail.com,night,night,secondary,Yes,Yes,Yes,Yes,Yes
5274,Marie,Lee ,23,MarieLee @gmail.com,both of them,night,secondary,No,Yes,No,No,No
5275,Mario,Evans ,23,MarioEvans @gmail.com,morning,morning,university,No,Yes,No,No,Yes
5276,LouisaLoren,Walker ,19,LouisaLorenWalker @gmail.com,night,night,secondary,No,Yes,No,Yes,Yes
5277,Miguel,Wright,28,MiguelWright@gmail.com,both of them,morning,secondary,No,No,No,No,No
5278,Josephine,Johnson,33,JosephineJohnson@gmail.com,night,morning,secondary,No,No,Yes,Yes,No
5279,Nick,Bush,30,NickBush@gmail.com,morning,morning,university,No,Yes,No,No,Yes
5280,Antonio,Williams,26,AntonioWilliams@gmail.com,night,night,secondary,Yes,No,No,No,Yes
5281,Anthony,Thomas ,20,AnthonyThomas @gmail.com,morning,night,university,No,Yes,No,Yes,Yes
5282,Miguel,Taylor,30,MiguelTaylor@gmail.com,morning,night,university,Yes,No,Yes,No,Yes
5283,Nick,Lee ,20,NickLee @gmail.com,morning,night,university,No,Yes,No,Yes,Yes
5284,John,Jones,19,JohnJones@gmail.com,both of them,night,university,Yes,Yes,No,Yes,No
5285,Michael,Evans ,31,MichaelEvans @gmail.com,night,night,university,Yes,Yes,No,Yes,No
5286,Nick,Roberts ,24,NickRoberts @gmail.com,night,night,university,No,No,Yes,Yes,No
5287,Derek,Edwards ,28,DerekEdwards @gmail.com,both of them,night,secondary,Yes,No,No,Yes,Yes
5288,Maria,Lee ,34,MariaLee @gmail.com,both of them,night,university,Yes,Yes,Yes,No,No
5289,Derek,White,30,DerekWhite@gmail.com,both of them,night,university,Yes,No,Yes,Yes,Yes
5290,John,Robinson ,23,JohnRobinson @gmail.com,morning,morning,university,No,No,No,Yes,No
5291,Mario,Johnson,30,MarioJohnson@gmail.com,morning,night,university,No,Yes,Yes,No,No
5292,Lucas,Williams,33,LucasWilliams@gmail.com,night,morning,university,No,No,Yes,Yes,No
5293,Anthony,Thompson ,27,AnthonyThompson @gmail.com,night,morning,university,No,Yes,No,Yes,Yes
5294,Nick,Jones,24,NickJones@gmail.com,morning,morning,university,Yes,Yes,Yes,No,No
5295,Derek,Bush,19,DerekBush@gmail.com,night,morning,university,Yes,Yes,No,Yes,Yes
5296,Mario,White,19,MarioWhite@gmail.com,night,morning,university,Yes,Yes,Yes,Yes,No
5297,Antonio,Williams,23,AntonioWilliams@gmail.com,night,morning,university,No,No,No,No,No
5298,Antonio,Williams,19,AntonioWilliams@gmail.com,both of them,morning,secondary,No,No,Yes,No,Yes
5299,Michael,Roberts ,19,MichaelRoberts @gmail.com,morning,morning,university,Yes,Yes,No,Yes,No
5300,Lucas,Smith,24,LucasSmith@gmail.com,night,morning,university,No,Yes,No,No,Yes
5301,Albert,Hughes ,25,AlbertHughes @gmail.com,morning,night,university,Yes,No,Yes,Yes,No
5302,Luna,Brown,27,LunaBrown@gmail.com,morning,morning,secondary,No,No,No,Yes,No
5303,Marie,Williams,29,MarieWilliams@gmail.com,night,night,secondary,Yes,No,Yes,Yes,No
5304,Michael,Johnson,33,MichaelJohnson@gmail.com,both of them,morning,university,Yes,Yes,Yes,No,Yes
5305,Anthony,Evans ,31,AnthonyEvans @gmail.com,night,night,university,No,No,No,Yes,Yes
5306,Jorge,Wright,23,JorgeWright@gmail.com,both of them,morning,secondary,Yes,No,No,No,No
5307,George,Wright,23,GeorgeWright@gmail.com,night,morning,university,Yes,No,No,No,No
5308,Luna,Jones,20,LunaJones@gmail.com,both of them,night,secondary,No,Yes,No,Yes,No
5309,Nick,Williams,21,NickWilliams@gmail.com,night,night,university,Yes,No,No,No,Yes
5310,Anthony,Thompson ,30,AnthonyThompson @gmail.com,night,morning,secondary,Yes,Yes,Yes,No,Yes
5311,Marie,Taylor,20,MarieTaylor@gmail.com,morning,morning,secondary,No,Yes,Yes,Yes,Yes
5312,Lucas,Roberts ,32,LucasRoberts @gmail.com,both of them,morning,university,No,Yes,No,No,No
5313,George,Williams,27,GeorgeWilliams@gmail.com,morning,night,secondary,No,No,Yes,Yes,No
5314,Derek,Jones,29,DerekJones@gmail.com,morning,morning,secondary,No,No,No,No,Yes
5315,Jorge,Lee ,29,JorgeLee @gmail.com,night,night,secondary,Yes,No,No,Yes,No
5316,Marie,White,29,MarieWhite@gmail.com,both of them,morning,university,No,No,No,No,No
5317,George,Bush,20,GeorgeBush@gmail.com,morning,morning,secondary,No,No,Yes,No,Yes
5318,Mario,Taylor,26,MarioTaylor@gmail.com,both of them,morning,secondary,No,No,No,No,No
5319,Lucas,Thomas ,27,LucasThomas @gmail.com,morning,morning,secondary,Yes,Yes,Yes,No,No
5320,Maria,Davies ,23,MariaDavies @gmail.com,both of them,night,university,Yes,Yes,Yes,No,Yes
5321,Marie,Wright,31,MarieWright@gmail.com,night,night,secondary,Yes,Yes,Yes,No,No
5322,John,Thomas ,28,JohnThomas @gmail.com,morning,night,university,Yes,No,No,No,Yes
5323,Derek,Williams,22,DerekWilliams@gmail.com,both of them,morning,university,No,Yes,Yes,Yes,No
5324,Josephine,Robinson ,30,JosephineRobinson @gmail.com,morning,night,secondary,No,No,Yes,Yes,No
5325,Antonio,Taylor,33,AntonioTaylor@gmail.com,morning,night,university,No,No,Yes,No,No
5326,Josephine,Evans ,31,JosephineEvans @gmail.com,night,morning,secondary,Yes,Yes,Yes,No,Yes
5327,Anthony,Evans ,32,AnthonyEvans @gmail.com,morning,morning,university,Yes,No,No,Yes,No
5328,Jorge,Thomas ,27,JorgeThomas @gmail.com,both of them,night,secondary,No,Yes,No,Yes,No
5329,Jorge,Edwards ,19,JorgeEdwards @gmail.com,both of them,night,university,No,No,Yes,No,Yes
5330,George,Roberts ,29,GeorgeRoberts @gmail.com,night,morning,secondary,Yes,No,No,No,No
5331,LouisaLoren,White,33,LouisaLorenWhite@gmail.com,night,night,secondary,No,No,No,Yes,Yes
5332,Antonio,Davies ,21,AntonioDavies @gmail.com,night,morning,university,No,Yes,Yes,No,Yes
5333,Josephine,Wright,25,JosephineWright@gmail.com,both of them,morning,university,No,No,No,Yes,No
5334,Jorge,Johnson,19,JorgeJohnson@gmail.com,both of them,night,university,Yes,No,No,Yes,Yes
5335,Albert,Evans ,19,AlbertEvans @gmail.com,morning,night,university,No,Yes,No,Yes,Yes
5336,LouisaLoren,Smith,19,LouisaLorenSmith@gmail.com,both of them,morning,university,Yes,Yes,No,Yes,No
5337,George,Williams,29,GeorgeWilliams@gmail.com,both of them,night,secondary,No,Yes,No,Yes,Yes
5338,Nick,Walker ,32,NickWalker @gmail.com,morning,morning,university,No,Yes,No,Yes,No
5339,Josephine,Johnson,18,JosephineJohnson@gmail.com,morning,morning,secondary,Yes,Yes,No,Yes,Yes
5340,LouisaLoren,Jones,27,LouisaLorenJones@gmail.com,night,morning,secondary,No,Yes,No,Yes,Yes
5341,Maria,Williams,29,MariaWilliams@gmail.com,both of them,night,secondary,Yes,No,Yes,No,Yes
5342,John,Thomas ,25,JohnThomas @gmail.com,morning,morning,secondary,No,No,No,Yes,No
5343,Marie,Taylor,34,MarieTaylor@gmail.com,night,morning,university,Yes,Yes,No,Yes,No
5344,Jorge,Brown,24,JorgeBrown@gmail.com,night,morning,university,No,No,Yes,No,Yes
5345,Derek,Walker ,23,DerekWalker @gmail.com,morning,night,university,Yes,Yes,No,No,No
5346,Luna,Roberts ,31,LunaRoberts @gmail.com,night,night,secondary,Yes,Yes,No,Yes,Yes
5347,Albert,Edwards ,31,AlbertEdwards @gmail.com,morning,night,university,No,Yes,Yes,No,Yes
5348,Michael,Edwards ,31,MichaelEdwards @gmail.com,night,morning,university,Yes,No,Yes,Yes,Yes
5349,Jorge,White,28,JorgeWhite@gmail.com,both of them,night,university,Yes,Yes,Yes,No,No
5350,Miguel,Jones,26,MiguelJones@gmail.com,morning,night,university,No,Yes,Yes,Yes,Yes
5351,Mario,Taylor,20,MarioTaylor@gmail.com,both of them,night,university,Yes,Yes,Yes,Yes,Yes
5352,Luna,Williams,24,LunaWilliams@gmail.com,morning,morning,university,No,Yes,No,No,No
5353,Antonio,Wright,25,AntonioWright@gmail.com,night,morning,university,Yes,No,No,No,No
5354,Maria,Evans ,19,MariaEvans @gmail.com,night,morning,university,No,No,No,Yes,No
5355,Nick,Thompson ,21,NickThompson @gmail.com,morning,night,secondary,Yes,No,No,Yes,No
5356,Marie,Bush,31,MarieBush@gmail.com,night,morning,university,Yes,Yes,No,No,No
5357,Miguel,Wright,27,MiguelWright@gmail.com,night,night,university,No,Yes,Yes,Yes,No
5358,Josephine,Thompson ,28,JosephineThompson @gmail.com,both of them,morning,secondary,No,No,Yes,Yes,No
